,Year,Hobbyist,ConvertedComp,Country,EdLevel,Employment,JobSat,OrgSize,UndergradMajor,YearsCodePro,Data scientist or machine learning specialist,Database administrator,Data or business analyst,"Engineer, data"
14863,2019,Yes,37128.0,Netherlands,Master's degree,Employed full-time,6.0,2 to 9 employees,Humanities,2.0,1,0,0.0,0.0
14864,2019,Yes,102600.0,United States,Bachelor's degree,Employed full-time,6.0,"1,000 to 4,999 employees",Web development or web design,4.0,0,1,0.0,0.0
14866,2019,Yes,10.0,China,Bachelor's degree,Employed full-time,6.0,"10,000 or more employees",Computer science,16.0,1,0,1.0,0.0
14867,2019,Yes,15360.0,Turkey,Bachelor's degree,Employed full-time,6.0,100 to 499 employees,Computer science,12.0,0,1,0.0,0.0
14868,2019,Yes,8400.0,India,Bachelor's degree,Employed full-time,6.0,"10,000 or more employees",Another engineering discipline,3.0,0,0,0.0,1.0
14869,2019,Yes,38472.0,Poland,Bachelor's degree,Employed full-time,5.0,"10,000 or more employees",Computer science,7.0,0,0,1.0,0.0
14870,2019,Yes,7080.0,Austria,Bachelor's degree,Employed part-time,8.0,2 to 9 employees,Computer science,12.0,1,1,1.0,1.0
14872,2019,Yes,51559.0,Belgium,Bachelor's degree,Employed full-time,8.0,20 to 99 employees,Computer science,5.0,1,1,1.0,0.0
14873,2019,Yes,3864.0,India,Bachelor's degree,Employed full-time,6.0,100 to 499 employees,Computer science,2.0,0,1,1.0,0.0
14875,2019,Yes,17280.0,Turkey,Bachelor's degree,Employed full-time,4.0,100 to 499 employees,Another engineering discipline,11.0,0,1,0.0,0.0
14876,2019,No,60925.0,Australia,Bachelor's degree,Employed full-time,4.0,500 to 999 employees,Computer science,2.0,0,0,0.0,1.0
14877,2019,Yes,80000.0,United States,Bachelor's degree,Employed full-time,6.0,20 to 99 employees,Computer science,3.0,1,0,0.0,0.0
14878,2019,Yes,20628.0,Spain,Some college/university study without earning a bachelor's degree,Employed full-time,2.0,"10,000 or more employees",Computer science,2.0,0,0,1.0,0.0
14879,2019,No,82946.0,Norway,Master's degree,Employed full-time,6.0,"5,000 to 9,999 employees",Natural science,3.0,0,0,0.0,1.0
14880,2019,Yes,18000.0,"Congo, Republic of the...",Bachelor's degree,Employed full-time,8.0,10 to 19 employees,Computer science,5.0,0,1,0.0,0.0
14881,2019,Yes,123301.0,Australia,Bachelor's degree,Employed full-time,8.0,10 to 19 employees,Computer science,15.0,0,1,0.0,0.0
14882,2019,Yes,89093.0,Netherlands,Master's degree,Employed full-time,8.0,10 to 19 employees,Computer science,11.0,0,0,0.0,1.0
14883,2019,Yes,68745.0,Germany,Master's degree,Employed full-time,2.0,20 to 99 employees,Computer science,19.0,0,1,0.0,0.0
14884,2019,Yes,220000.0,United States,Some college/university study without earning a bachelor's degree,"Independent contractor, freelancer, or self-employed",5.0,"Just me - I am a freelancer, sole proprietor, etc.",Information systems,25.0,0,0,1.0,0.0
14886,2019,Yes,134180.0,Australia,Bachelor's degree,Employed full-time,8.0,"10,000 or more employees",Computer science,20.0,0,0,1.0,0.0
14887,2019,Yes,21084.0,Russian Federation,Master's degree,Employed full-time,6.0,10 to 19 employees,Computer science,10.0,0,1,0.0,0.0
14888,2019,No,7696.0,India,Master's degree,Employed full-time,4.0,100 to 499 employees,Computer science,1.0,0,0,0.0,1.0
14889,2019,Yes,54638.0,Brazil,Bachelor's degree,Employed full-time,6.0,"Just me - I am a freelancer, sole proprietor, etc.",Another engineering discipline,24.0,0,1,0.0,0.0
14890,2019,Yes,114575.0,Spain,Doctoral degree,"Independent contractor, freelancer, or self-employed",4.0,"Just me - I am a freelancer, sole proprietor, etc.",Mathematics or statistics,10.0,0,0,0.0,1.0
14891,2019,Yes,91593.0,United Kingdom,Master's degree,Employed full-time,8.0,100 to 499 employees,Computer science,12.0,0,1,0.0,0.0
14892,2019,Yes,40800.0,United States,Master's degree,Employed full-time,6.0,"10,000 or more employees",Information systems,15.0,0,1,0.0,0.0
14893,2019,No,91660.0,Greece,Doctoral degree,Employed full-time,2.0,100 to 499 employees,Computer science,25.0,0,1,1.0,0.0
14894,2019,No,95000.0,United States,Master's degree,Employed full-time,4.0,"5,000 to 9,999 employees",Another engineering discipline,2.0,1,0,1.0,0.0
14895,2019,Yes,46976.0,Finland,Some college/university study without earning a bachelor's degree,Employed full-time,5.0,100 to 499 employees,Information systems,10.0,0,1,0.0,0.0
14896,2019,Yes,230000.0,United States,Some college/university study without earning a bachelor's degree,Employed full-time,6.0,20 to 99 employees,Computer science,11.0,0,1,0.0,1.0
14897,2019,Yes,6437.0,India,Bachelor's degree,Employed full-time,4.0,500 to 999 employees,Web development or web design,3.0,0,0,1.0,0.0
14898,2019,Yes,135000.0,United States,Bachelor's degree,Employed full-time,6.0,"1,000 to 4,999 employees",Computer science,7.0,0,1,0.0,0.0
14899,2019,Yes,32784.0,Brazil,Some college/university study without earning a bachelor's degree,Employed full-time,8.0,"1,000 to 4,999 employees",Computer science,22.0,0,1,0.0,0.0
14900,2019,Yes,24768.0,Kenya,Bachelor's degree,Employed full-time,8.0,10 to 19 employees,Computer science,6.0,0,1,0.0,0.0
14901,2019,Yes,77000.0,United States,Bachelor's degree,Employed full-time,6.0,"10,000 or more employees",Computer science,2.0,0,1,0.0,0.0
14902,2019,Yes,50374.0,India,Bachelor's degree,Employed full-time,6.0,500 to 999 employees,Computer science,5.0,0,0,0.0,1.0
14903,2019,No,86000.0,United States,Bachelor's degree,Employed full-time,6.0,"10,000 or more employees",Computer science,3.0,1,0,0.0,1.0
14904,2019,Yes,150000.0,United States,Bachelor's degree,Employed full-time,5.0,500 to 999 employees,Computer science,6.0,0,1,1.0,1.0
14905,2019,Yes,103117.0,France,Master's degree,Employed full-time,8.0,100 to 499 employees,Computer science,8.0,0,0,0.0,1.0
14906,2019,Yes,130000.0,United States,Bachelor's degree,Employed full-time,8.0,20 to 99 employees,Computer science,8.0,0,1,0.0,1.0
14907,2019,Yes,11688.0,Hungary,Master's degree,Employed full-time,5.0,2 to 9 employees,Information systems,8.0,0,1,0.0,1.0
14908,2019,No,34368.0,Belgium,Bachelor's degree,Employed full-time,4.0,2 to 9 employees,Humanities,11.0,0,0,1.0,0.0
14909,2019,No,41247.0,France,Master's degree,Employed full-time,6.0,100 to 499 employees,Computer science,1.0,1,0,0.0,1.0
14910,2019,Yes,2196.0,India,Bachelor's degree,Employed full-time,6.0,10 to 19 employees,Computer science,1.0,0,1,1.0,0.0
14911,2019,Yes,103308.0,Denmark,Bachelor's degree,Employed full-time,8.0,20 to 99 employees,I never declared a major,14.0,0,1,0.0,0.0
14913,2019,Yes,37584.0,Russian Federation,Bachelor's degree,Employed full-time,4.0,20 to 99 employees,Humanities,4.0,1,0,0.0,1.0
14915,2019,Yes,56142.0,France,Master's degree,Employed full-time,6.0,"1,000 to 4,999 employees",Computer science,19.0,0,0,0.0,1.0
14916,2019,Yes,72048.0,South Africa,Some college/university study without earning a bachelor's degree,"Independent contractor, freelancer, or self-employed",6.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,30.0,0,0,1.0,0.0
14917,2019,Yes,2580.0,Indonesia,Bachelor's degree,Employed full-time,5.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,2.0,0,1,0.0,0.0
14918,2019,No,90000.0,United States,Master's degree,Employed full-time,5.0,100 to 499 employees,Social science,1.0,1,0,0.0,0.0
14919,2019,Yes,27492.0,Estonia,Bachelor's degree,Employed full-time,8.0,2 to 9 employees,Computer science,2.0,0,1,0.0,1.0
14920,2019,Yes,200000.0,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8.0,10 to 19 employees,Computer science,22.0,0,1,0.0,0.0
14921,2019,Yes,85000.0,United States,Bachelor's degree,Employed full-time,8.0,100 to 499 employees,Computer science,8.0,0,1,1.0,0.0
14922,2019,Yes,3216.0,India,Bachelor's degree,Employed part-time,2.0,10 to 19 employees,Computer science,2.0,1,0,1.0,0.0
14923,2019,Yes,71097.0,Norway,Some college/university study without earning a bachelor's degree,Employed full-time,8.0,"5,000 to 9,999 employees",Another engineering discipline,10.0,0,1,1.0,1.0
14924,2019,Yes,29789.0,Greece,Master's degree,Employed full-time,6.0,100 to 499 employees,Mathematics or statistics,7.0,1,0,0.0,0.0
14925,2019,Yes,120000.0,United States,Bachelor's degree,Employed full-time,8.0,20 to 99 employees,Social science,2.0,0,1,0.0,1.0
14926,2019,No,16128.0,Turkey,Bachelor's degree,Employed full-time,6.0,2 to 9 employees,Computer science,3.0,0,0,0.0,1.0
14927,2019,Yes,48120.0,Slovenia,Bachelor's degree,Employed full-time,8.0,10 to 19 employees,Computer science,14.0,0,1,0.0,1.0
14928,2019,Yes,96750.0,United States,Bachelor's degree,Employed full-time,8.0,100 to 499 employees,Information systems,10.0,0,0,1.0,0.0
14929,2019,Yes,39600.0,Kuwait,Bachelor's degree,Employed full-time,6.0,2 to 9 employees,Computer science,5.0,0,1,1.0,0.0
14930,2019,Yes,6276.0,India,Bachelor's degree,Employed full-time,6.0,10 to 19 employees,Computer science,21.0,0,1,0.0,0.0
14931,2019,No,9835.0,Brazil,Master's degree,Employed full-time,6.0,2 to 9 employees,Computer science,8.0,0,1,1.0,0.0
14933,2019,Yes,44196.0,Denmark,Some college/university study without earning a bachelor's degree,Employed full-time,6.0,10 to 19 employees,Computer science,3.0,0,1,0.0,0.0
14934,2019,Yes,79536.0,Sweden,Master's degree,"Independent contractor, freelancer, or self-employed",4.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,5.0,0,1,0.0,0.0
14935,2019,Yes,49008.0,United Arab Emirates,Bachelor's degree,Employed full-time,6.0,"10,000 or more employees",Computer science,7.0,0,0,0.0,1.0
14936,2019,Yes,50208.0,Ukraine,Bachelor's degree,Employed full-time,8.0,"10,000 or more employees",Computer science,10.0,0,0,0.0,1.0
14937,2019,No,13428.0,India,Bachelor's degree,Employed full-time,6.0,10 to 19 employees,Computer science,10.0,0,1,0.0,0.0
14939,2019,Yes,72182.0,Austria,Master's degree,Employed full-time,8.0,"5,000 to 9,999 employees",Computer science,16.0,0,1,0.0,0.0
14940,2019,Yes,103117.0,Germany,Master's degree,Employed part-time,4.0,100 to 499 employees,Computer science,10.0,1,0,1.0,0.0
14941,2019,Yes,96000.0,United States,Associate degree,Employed full-time,8.0,500 to 999 employees,Web development or web design,16.0,0,1,0.0,0.0
14942,2019,No,11256.0,Ukraine,Some college/university study without earning a bachelor's degree,Employed full-time,6.0,2 to 9 employees,Another engineering discipline,2.0,1,0,0.0,1.0
14943,2019,Yes,79783.0,Australia,Associate degree,Employed full-time,6.0,"1,000 to 4,999 employees",Computer science,30.0,0,1,1.0,0.0
14944,2019,Yes,9348.0,Russian Federation,Master's degree,Employed full-time,6.0,"10,000 or more employees",Another engineering discipline,4.0,0,1,0.0,0.0
14946,2019,Yes,92000.0,United States,Doctoral degree,Employed full-time,8.0,100 to 499 employees,Natural science,16.0,1,0,0.0,1.0
14947,2019,Yes,140000.0,United States,Bachelor's degree,Employed full-time,8.0,"10,000 or more employees",Computer science,2.0,0,0,0.0,1.0
14948,2019,Yes,25752.0,Netherlands,Associate degree,Employed full-time,6.0,2 to 9 employees,Computer science,3.0,0,1,0.0,0.0
14950,2019,Yes,32784.0,Brazil,Master's degree,Employed part-time,6.0,"5,000 to 9,999 employees",Mathematics or statistics,15.0,1,0,1.0,0.0
14951,2019,Yes,41244.0,Slovenia,Master's degree,Employed full-time,8.0,20 to 99 employees,Natural science,9.0,1,0,1.0,0.0
14952,2019,No,5040.0,India,Bachelor's degree,Employed full-time,5.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,30.0,1,1,1.0,0.0
14953,2019,Yes,130000.0,United States,Bachelor's degree,Employed full-time,4.0,"10,000 or more employees",Computer science,6.0,1,0,0.0,0.0
14957,2019,No,4.0,Japan,Some college/university study without earning a bachelor's degree,Employed full-time,6.0,20 to 99 employees,Web development or web design,3.0,0,1,0.0,0.0
14958,2019,Yes,155000.0,United States,Master's degree,Employed full-time,4.0,20 to 99 employees,Social science,6.0,1,0,0.0,0.0
14959,2019,No,200000.0,United States,Bachelor's degree,Employed full-time,8.0,"10,000 or more employees",Fine arts or performing arts,20.0,1,0,1.0,0.0
14960,2019,Yes,66132.0,Netherlands,Bachelor's degree,Employed full-time,4.0,20 to 99 employees,Computer science,7.0,0,0,0.0,1.0
14961,2019,No,131952.0,Israel,Master's degree,Employed full-time,8.0,100 to 499 employees,Computer science,7.0,1,0,0.0,1.0
14962,2019,Yes,77664.0,Colombia,Master's degree,Employed full-time,8.0,"10,000 or more employees",Information systems,10.0,0,0,1.0,1.0
14963,2019,Yes,57828.0,Romania,Bachelor's degree,Employed full-time,6.0,"10,000 or more employees",Information systems,10.0,1,0,0.0,1.0
14964,2019,Yes,98454.0,Switzerland,Bachelor's degree,Employed part-time,8.0,20 to 99 employees,Computer science,6.0,0,0,0.0,1.0
14965,2019,Yes,11220.0,Czech Republic,Some college/university study without earning a bachelor's degree,Employed part-time,4.0,"1,000 to 4,999 employees",Computer science,2.0,0,1,0.0,0.0
14966,2019,Yes,23604.0,Brazil,Master's degree,Employed full-time,6.0,2 to 9 employees,Computer science,6.0,1,0,0.0,0.0
14967,2019,No,120000.0,United States,Master's degree,Employed full-time,8.0,"1,000 to 4,999 employees",Computer science,14.0,1,0,0.0,0.0
14968,2019,Yes,43538.0,Italy,Doctoral degree,Employed full-time,8.0,"10,000 or more employees",Computer science,6.0,1,0,0.0,0.0
14969,2019,Yes,85000.0,United States,Bachelor's degree,Employed full-time,8.0,20 to 99 employees,Computer science,2.0,0,0,0.0,1.0
14970,2019,Yes,41352.0,Romania,Master's degree,Employed full-time,8.0,20 to 99 employees,Computer science,12.0,0,0,1.0,0.0
14971,2019,Yes,12204.0,Israel,Bachelor's degree,Employed full-time,6.0,20 to 99 employees,Computer science,4.0,1,0,0.0,0.0
14972,2019,Yes,11194.0,India,Bachelor's degree,Employed full-time,8.0,100 to 499 employees,Computer science,3.0,1,1,0.0,0.0
14973,2019,Yes,63016.0,Germany,Some college/university study without earning a bachelor's degree,"Independent contractor, freelancer, or self-employed",5.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,10.0,0,1,0.0,0.0
14974,2019,No,80000.0,United States,Master's degree,Employed full-time,8.0,20 to 99 employees,Another engineering discipline,3.0,0,0,1.0,1.0
14975,2019,No,48096.0,Poland,Master's degree,"Independent contractor, freelancer, or self-employed",8.0,20 to 99 employees,Computer science,7.0,0,0,0.0,1.0
14976,2019,Yes,124887.0,France,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,19.0,0,0,0.0,1.0
14977,2019,Yes,8899.0,India,Master's degree,Employed full-time,4.0,20 to 99 employees,Computer science,12.0,0,1,0.0,0.0
14978,2019,Yes,64000.0,United States,Bachelor's degree,Employed full-time,2.0,500 to 999 employees,Another engineering discipline,2.0,0,1,0.0,0.0
14979,2019,Yes,12594.0,India,Master's degree,Employed full-time,6.0,"1,000 to 4,999 employees",Computer science,3.0,1,0,0.0,0.0
14980,2019,Yes,70000.0,United States,Bachelor's degree,Employed full-time,4.0,"5,000 to 9,999 employees",Computer science,10.0,0,1,0.0,0.0
14981,2019,Yes,66453.0,Germany,Master's degree,Employed full-time,6.0,20 to 99 employees,Computer science,3.0,0,0,0.0,1.0
14982,2019,No,8550.0,Iran,Associate degree,"Independent contractor, freelancer, or self-employed",4.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,7.0,0,1,0.0,0.0
14984,2019,Yes,7136.0,India,Bachelor's degree,Employed full-time,4.0,100 to 499 employees,Computer science,5.0,0,0,1.0,0.0
14985,2019,No,48120.0,Germany,Bachelor's degree,Employed full-time,5.0,10 to 19 employees,Computer science,9.0,0,1,0.0,0.0
14986,2019,Yes,79584.0,Bahrain,Master's degree,Employed full-time,5.0,100 to 499 employees,Computer science,16.0,1,1,1.0,1.0
14987,2019,No,13116.0,Brazil,Bachelor's degree,"Independent contractor, freelancer, or self-employed",4.0,2 to 9 employees,Another engineering discipline,4.0,1,1,0.0,0.0
14988,2019,Yes,78000.0,United States,Bachelor's degree,Employed full-time,6.0,500 to 999 employees,Another engineering discipline,2.0,1,0,0.0,1.0
14989,2019,Yes,36664.0,Netherlands,Master's degree,Employed full-time,6.0,100 to 499 employees,Social science,3.0,1,0,0.0,0.0
14990,2019,No,42777.0,Russian Federation,Master's degree,Employed full-time,6.0,"1,000 to 4,999 employees",Another engineering discipline,10.0,0,1,0.0,0.0
14991,2019,Yes,130000.0,United States,Doctoral degree,Employed full-time,6.0,"10,000 or more employees",Natural science,10.0,1,1,1.0,0.0
14992,2019,Yes,66300.0,Switzerland,Some college/university study without earning a bachelor's degree,Employed full-time,8.0,"5,000 to 9,999 employees",I never declared a major,2.0,0,1,0.0,0.0
14993,2019,Yes,4296.0,Indonesia,Bachelor's degree,Employed full-time,4.0,"5,000 to 9,999 employees",Computer science,1.0,1,0,0.0,1.0
14994,2019,Yes,53437.0,Canada,Associate degree,Employed full-time,8.0,2 to 9 employees,Computer science,2.0,0,1,0.0,0.0
14995,2019,Yes,1679.0,India,Master's degree,Employed full-time,4.0,500 to 999 employees,Computer science,2.0,1,0,0.0,0.0
14996,2019,No,150552.0,United States,Doctoral degree,Employed full-time,8.0,"10,000 or more employees",Social science,5.0,1,0,0.0,0.0
14997,2019,Yes,28860.0,Poland,Master's degree,"Independent contractor, freelancer, or self-employed",5.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,30.0,0,1,0.0,0.0
14998,2019,No,40000.0,Slovakia,Doctoral degree,"Independent contractor, freelancer, or self-employed",8.0,"Just me - I am a freelancer, sole proprietor, etc.",Natural science,10.0,1,0,0.0,0.0
14999,2019,Yes,106000.0,United States,Bachelor's degree,Employed full-time,8.0,2 to 9 employees,Computer science,6.0,0,1,0.0,0.0
15000,2019,Yes,140000.0,United States,Bachelor's degree,Employed full-time,2.0,100 to 499 employees,Computer science,17.0,0,0,1.0,0.0
15001,2019,Yes,120000.0,United States,Master's degree,Employed full-time,6.0,100 to 499 employees,Business,7.0,1,0,0.0,0.0
15002,2019,No,68342.0,United Kingdom,Master's degree,Employed full-time,8.0,500 to 999 employees,Another engineering discipline,14.0,1,0,0.0,0.0
15003,2019,Yes,27756.0,Romania,Bachelor's degree,Employed full-time,6.0,500 to 999 employees,Computer science,9.0,1,1,1.0,1.0
15004,2019,Yes,67000.0,United States,Associate degree,Employed full-time,6.0,"1,000 to 4,999 employees",Web development or web design,15.0,0,1,0.0,0.0
15005,2019,Yes,31140.0,China,Master's degree,Employed full-time,8.0,10 to 19 employees,Computer science,2.0,1,0,0.0,0.0
15006,2019,Yes,40000.0,United States,Bachelor's degree,Employed full-time,4.0,100 to 499 employees,Humanities,3.0,0,1,0.0,0.0
15007,2019,Yes,82488.0,France,Master's degree,Employed full-time,8.0,20 to 99 employees,Computer science,23.0,1,0,0.0,0.0
15008,2019,Yes,49722.0,United Kingdom,Master's degree,Employed full-time,6.0,20 to 99 employees,Computer science,5.0,1,0,0.0,0.0
15009,2019,Yes,78629.0,Canada,Master's degree,Employed full-time,5.0,"10,000 or more employees",Computer science,2.0,0,0,1.0,0.0
15010,2019,Yes,64162.0,Germany,Master's degree,Employed full-time,8.0,"1,000 to 4,999 employees",Mathematics or statistics,2.0,0,0,1.0,0.0
15011,2019,Yes,45000.0,United States,Associate degree,Employed full-time,4.0,"10,000 or more employees",Information systems,1.0,0,1,0.0,0.0
15012,2019,Yes,33984.0,Poland,Some college/university study without earning a bachelor's degree,Employed full-time,8.0,500 to 999 employees,Humanities,23.0,0,0,0.0,1.0
15013,2019,Yes,2520.0,India,Bachelor's degree,Employed full-time,5.0,10 to 19 employees,Computer science,8.0,1,0,0.0,0.0
15014,2019,Yes,12756.0,Honduras,Bachelor's degree,Employed full-time,6.0,10 to 19 employees,Computer science,5.0,0,1,0.0,0.0
15015,2019,Yes,75000.0,United States,Bachelor's degree,Employed full-time,5.0,20 to 99 employees,Mathematics or statistics,1.0,1,0,0.0,1.0
15016,2019,Yes,97000.0,United States,Doctoral degree,Employed full-time,8.0,20 to 99 employees,Another engineering discipline,13.0,1,0,0.0,0.0
15017,2019,Yes,48121.0,Germany,Associate degree,Employed full-time,6.0,20 to 99 employees,Information systems,5.0,0,0,1.0,0.0
15018,2019,Yes,14748.0,Brazil,Bachelor's degree,Employed full-time,4.0,"1,000 to 4,999 employees",Computer science,15.0,0,1,0.0,0.0
15019,2019,Yes,81648.0,United Kingdom,Doctoral degree,Employed full-time,6.0,"10,000 or more employees",Computer science,12.0,1,0,0.0,0.0
15020,2019,No,27492.0,Estonia,Master's degree,Employed full-time,8.0,100 to 499 employees,Another engineering discipline,8.0,0,0,0.0,1.0
15021,2019,Yes,28152.0,Hungary,Master's degree,Employed full-time,8.0,20 to 99 employees,Business,4.0,0,0,1.0,0.0
15022,2019,No,47105.0,United Kingdom,Bachelor's degree,Employed full-time,6.0,20 to 99 employees,Business,2.0,1,0,1.0,0.0
15023,2019,Yes,190000.0,United States,Master's degree,Employed full-time,5.0,"10,000 or more employees",Computer science,5.0,0,0,0.0,1.0
15024,2019,Yes,27498.0,Italy,Bachelor's degree,Employed full-time,8.0,100 to 499 employees,Mathematics or statistics,4.0,1,1,1.0,0.0
15025,2019,Yes,48120.0,Slovenia,Bachelor's degree,Employed full-time,6.0,100 to 499 employees,Mathematics or statistics,20.0,1,0,0.0,0.0
15026,2019,No,68745.0,Ireland,Master's degree,Employed full-time,4.0,"1,000 to 4,999 employees",Computer science,20.0,0,0,1.0,0.0
15027,2019,No,54397.0,Australia,Some college/university study without earning a bachelor's degree,Employed full-time,4.0,100 to 499 employees,Web development or web design,19.0,0,1,0.0,0.0
15028,2019,Yes,87789.0,Canada,Master's degree,Employed full-time,6.0,"10,000 or more employees",Another engineering discipline,1.0,1,0,1.0,0.0
15029,2019,Yes,71966.0,United Kingdom,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,14.0,0,1,0.0,0.0
15030,2019,No,1200.0,Ukraine,Master's degree,"Independent contractor, freelancer, or self-employed",5.0,2 to 9 employees,Mathematics or statistics,1.0,0,0,1.0,0.0
15031,2019,Yes,100000.0,United States,Bachelor's degree,Employed full-time,8.0,2 to 9 employees,Computer science,25.0,0,1,0.0,0.0
15032,2019,Yes,75000.0,United States,Bachelor's degree,Employed full-time,8.0,10 to 19 employees,Mathematics or statistics,1.0,1,1,0.0,0.0
15034,2019,Yes,72522.0,Canada,Some college/university study without earning a bachelor's degree,Employed full-time,8.0,20 to 99 employees,Information systems,11.0,0,1,1.0,0.0
15035,2019,Yes,24252.0,Hungary,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,5.0,0,1,0.0,0.0
15036,2019,No,23040.0,Turkey,Bachelor's degree,Employed full-time,4.0,100 to 499 employees,Mathematics or statistics,10.0,0,0,1.0,0.0
15037,2019,Yes,45797.0,United Kingdom,Some college/university study without earning a bachelor's degree,Employed full-time,8.0,"1,000 to 4,999 employees",Information systems,1.0,0,0,1.0,0.0
15038,2019,Yes,30048.0,Poland,Master's degree,Employed full-time,6.0,"10,000 or more employees",Another engineering discipline,7.0,0,1,0.0,0.0
15039,2019,No,10243.0,India,Bachelor's degree,Employed full-time,6.0,100 to 499 employees,Computer science,6.0,0,1,0.0,0.0
15040,2019,Yes,115000.0,United States,Bachelor's degree,Employed full-time,4.0,"10,000 or more employees",Information systems,2.0,0,1,0.0,0.0
15041,2019,Yes,18319.0,United Kingdom,Associate degree,Employed full-time,4.0,"1,000 to 4,999 employees",Web development or web design,3.0,0,1,0.0,0.0
15042,2019,No,25522.0,Austria,Master's degree,Employed full-time,8.0,"10,000 or more employees",Natural science,5.0,1,0,0.0,0.0
15043,2019,Yes,49000.0,United States,Bachelor's degree,Employed full-time,8.0,2 to 9 employees,Information systems,2.0,1,1,1.0,0.0
15044,2019,Yes,65424.0,United Kingdom,Some college/university study without earning a bachelor's degree,Employed full-time,6.0,100 to 499 employees,Humanities,20.0,0,1,0.0,0.0
15045,2019,Yes,87036.0,Australia,Bachelor's degree,Employed full-time,8.0,10 to 19 employees,Computer science,12.0,0,1,0.0,0.0
15046,2019,Yes,18000.0,Israel,Bachelor's degree,"Independent contractor, freelancer, or self-employed",5.0,"Just me - I am a freelancer, sole proprietor, etc.",Humanities,14.0,0,1,0.0,0.0
15047,2019,Yes,85931.0,Spain,Master's degree,Employed full-time,6.0,"10,000 or more employees",Computer science,10.0,1,0,0.0,0.0
15048,2019,Yes,78508.0,United Kingdom,Master's degree,Employed full-time,4.0,"1,000 to 4,999 employees",Mathematics or statistics,5.0,0,1,0.0,1.0
15049,2019,Yes,65424.0,United Kingdom,Doctoral degree,Employed full-time,6.0,20 to 99 employees,Humanities,25.0,0,1,1.0,1.0
15050,2019,Yes,16032.0,Croatia,Some college/university study without earning a bachelor's degree,Employed full-time,6.0,2 to 9 employees,Natural science,9.0,0,1,0.0,0.0
15051,2019,Yes,108000.0,United States,Master's degree,Employed full-time,8.0,100 to 499 employees,Natural science,3.0,1,0,1.0,1.0
15052,2019,Yes,82946.0,Norway,Bachelor's degree,Employed full-time,5.0,"5,000 to 9,999 employees",Computer science,5.0,0,0,1.0,0.0
15054,2019,Yes,175000.0,United States,Bachelor's degree,Employed full-time,5.0,"10,000 or more employees",Humanities,8.0,0,0,0.0,1.0
15055,2019,Yes,63016.0,France,Master's degree,Employed full-time,5.0,20 to 99 employees,Computer science,5.0,0,0,0.0,1.0
15056,2019,Yes,29385.0,India,Master's degree,Employed full-time,6.0,"1,000 to 4,999 employees",Computer science,4.0,0,0,0.0,1.0
15057,2019,Yes,58024.0,Australia,Bachelor's degree,Employed full-time,6.0,2 to 9 employees,Computer science,1.0,1,0,0.0,0.0
15058,2019,Yes,59652.0,Sweden,Some college/university study without earning a bachelor's degree,Employed full-time,8.0,20 to 99 employees,Computer science,10.0,0,1,0.0,0.0
15059,2019,Yes,96445.0,Switzerland,Bachelor's degree,Employed full-time,4.0,500 to 999 employees,Computer science,3.0,0,0,0.0,1.0
15060,2019,Yes,45797.0,United Kingdom,Bachelor's degree,Employed full-time,6.0,10 to 19 employees,Computer science,5.0,0,1,0.0,0.0
15061,2019,Yes,70658.0,United Kingdom,Master's degree,Employed full-time,4.0,"5,000 to 9,999 employees",Computer science,7.0,0,1,0.0,1.0
15062,2019,Yes,127400.0,United States,Master's degree,Employed full-time,6.0,"1,000 to 4,999 employees",Computer science,15.0,0,1,0.0,0.0
15063,2019,Yes,120000.0,United States,Bachelor's degree,Employed full-time,2.0,"1,000 to 4,999 employees",Computer science,11.0,0,1,0.0,0.0
15064,2019,Yes,736.0,Trinidad and Tobago,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8.0,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,16.0,0,1,1.0,0.0
15065,2019,No,59124.0,France,Doctoral degree,Employed full-time,8.0,"1,000 to 4,999 employees",Natural science,14.0,1,0,0.0,1.0
15066,2019,Yes,110000.0,United States,Professional degree,Employed full-time,4.0,20 to 99 employees,Computer science,5.0,1,1,0.0,1.0
15067,2019,No,180834.0,Switzerland,Doctoral degree,Employed full-time,2.0,100 to 499 employees,Another engineering discipline,3.0,1,0,0.0,0.0
15068,2019,Yes,73000.0,United States,Professional degree,Employed full-time,8.0,"1,000 to 4,999 employees",Humanities,8.0,0,1,0.0,0.0
15070,2019,Yes,20628.0,Spain,Bachelor's degree,Employed full-time,4.0,500 to 999 employees,Computer science,5.0,0,1,0.0,0.0
